schemaVersion,source.name,source.url,collectedAt,recordType,content.startupName,content.pricingModel
1.0,Y Combinator,https://www.ycombinator.com/companies/outschool,2026-08-26T14:11:08.461484Z,PRODUCT,Outschool,
1.0,Y Combinator,https://www.ycombinator.com/companies/mason,2026-08-26T14:11:08.462298Z,PRODUCT,Mason,
1.0,Y Combinator,https://www.ycombinator.com/companies/magicbus,2026-08-26T14:11:08.463111Z,PRODUCT,Magicbus,
1.0,Y Combinator,https://www.ycombinator.com/companies/tovala,2026-08-26T14:11:08.464026Z,PRODUCT,Tovala,
1.0,Y Combinator,https://www.ycombinator.com/companies/isono-health,2026-08-26T14:11:08.464733Z,PRODUCT,Isono Health,
1.0,Y Combinator,https://www.ycombinator.com/companies/getaccept,2026-08-26T14:11:08.465428Z,PRODUCT,Getaccept,
1.0,Y Combinator,https://www.ycombinator.com/companies/chatfuel,2026-08-26T14:11:08.466186Z,PRODUCT,Chatfuel,
1.0,Y Combinator,https://www.ycombinator.com/companies/yardbook,2026-08-26T14:11:08.466890Z,PRODUCT,Yardbook,
1.0,Y Combinator,https://www.ycombinator.com/companies/gocardless,2026-08-26T14:11:08.467634Z,PRODUCT,Gocardless,
1.0,Y Combinator,https://www.ycombinator.com/companies/stealth-worker,2026-08-26T14:11:08.468409Z,PRODUCT,Stealth Worker,
1.0,Y Combinator,https://www.ycombinator.com/companies/deepgram,2026-08-26T14:11:08.469097Z,PRODUCT,Deepgram,
1.0,Y Combinator,https://www.ycombinator.com/companies/soundboks,2026-08-26T14:11:08.469912Z,PRODUCT,Soundboks,
1.0,Y Combinator,https://www.ycombinator.com/companies/lattice,2026-08-26T14:11:08.470864Z,PRODUCT,Lattice,
1.0,Y Combinator,https://www.ycombinator.com/companies/mux,2026-08-26T14:11:08.471800Z,PRODUCT,Mux,
1.0,Y Combinator,https://www.ycombinator.com/companies/human-interest,2026-08-26T14:11:08.472728Z,PRODUCT,Human Interest,
1.0,Y Combinator,https://www.ycombinator.com/companies/flirtey,2026-08-26T14:11:08.473568Z,PRODUCT,Flirtey Skydrop,
1.0,Y Combinator,https://www.ycombinator.com/companies/eight-sleep,2026-08-26T14:11:08.474694Z,PRODUCT,Eight Sleep,
1.0,Y Combinator,https://www.ycombinator.com/companies/instawork,2026-08-26T14:11:08.475619Z,PRODUCT,Instawork,
1.0,Y Combinator,https://www.ycombinator.com/companies/cofactor-genomics,2026-08-26T14:11:08.476552Z,PRODUCT,Cofactor Genomics,
1.0,Y Combinator,https://www.ycombinator.com/companies/bitmovin,2026-08-26T14:11:08.477398Z,PRODUCT,Bitmovin,
1.0,Y Combinator,https://www.ycombinator.com/companies/tetrascience,2026-08-26T14:11:08.478477Z,PRODUCT,Tetrascience,
1.0,Y Combinator,https://www.ycombinator.com/companies/the-ticket-fairy,2026-08-26T14:11:08.479539Z,PRODUCT,The Ticket Fairy,
1.0,Y Combinator,https://www.ycombinator.com/companies/font-awesome,2026-08-26T14:11:08.481263Z,PRODUCT,Font Awesome,
1.0,Y Combinator,https://www.ycombinator.com/companies/80-000-hours,2026-08-26T14:11:08.482214Z,PRODUCT,80 000 Hours,
1.0,Y Combinator,https://www.ycombinator.com/companies/xendit,2026-08-26T14:11:08.483298Z,PRODUCT,Xendit,
1.0,Y Combinator,https://www.ycombinator.com/companies/shred-video,2026-08-26T14:11:08.484267Z,PRODUCT,Shred Video,
